epoch,accuracy,loss,val_accuracy,val_loss
0,0.9631605744361877,0.10671724379062653,0.966796875,0.14422763884067535
1,0.9800152778625488,0.05851861461997032,0.986328125,0.033678315579891205
2,0.9830702543258667,0.05122111737728119,0.96484375,0.11654166132211685
3,0.983961284160614,0.0442301407456398,0.974609375,0.06654530763626099
4,0.9853615164756775,0.04649066552519798,0.982421875,0.06494235247373581
5,0.9889256358146667,0.034317534416913986,0.984375,0.03487546369433403
6,0.9910896420478821,0.0256891418248415,0.984375,0.04876519739627838
7,0.9909623265266418,0.022586558014154434,0.98828125,0.03560514748096466
8,0.9912168979644775,0.022500978782773018,0.978515625,0.0938938558101654
9,0.9834521412849426,0.04909425973892212,0.984375,0.0379544198513031
10,0.9912168979644775,0.026524189859628677,0.98828125,0.04448879137635231
11,0.9919806718826294,0.020953409373760223,0.984375,0.03596348315477371
12,0.993762731552124,0.01722726970911026,0.98828125,0.03953204303979874
13,0.9943991899490356,0.014294154942035675,0.990234375,0.032601453363895416
14,0.9961812496185303,0.011159856803715229,0.990234375,0.025388533249497414
15,0.9955447912216187,0.0111836614087224,0.98046875,0.041775912046432495
16,0.9963085651397705,0.00924487691372633,0.984375,0.03596758469939232
17,0.9959266781806946,0.009650499559938908,0.994140625,0.019619250670075417
18,0.9973269104957581,0.005946592893451452,0.990234375,0.029843846336007118
19,0.9980906248092651,0.00527897709980607,0.9921875,0.040027011185884476
20,0.9974541664123535,0.006649429444223642,0.994140625,0.030681392177939415
21,0.9979633688926697,0.005504206288605928,0.994140625,0.022409623488783836
22,0.9985997676849365,0.004269976634532213,0.994140625,0.030757592990994453
23,0.9991089701652527,0.0024732830934226513,0.990234375,0.03880275413393974
24,0.9992362260818481,0.0025844548363238573,0.990234375,0.03943859413266182
25,0.9993635416030884,0.0020844785030931234,0.9921875,0.03799130395054817
26,0.9978360533714294,0.004224361386150122,0.990234375,0.04277960956096649
27,0.9984725117683411,0.0035924254916608334,0.9921875,0.030403466895222664
28,0.9991089701652527,0.00232887570746243,0.990234375,0.04505395144224167
29,0.9992362260818481,0.0016675234073773026,0.990234375,0.028692450374364853
30,0.9996181130409241,0.0008741639903746545,0.990234375,0.030467191711068153
31,0.9985997676849365,0.002981891855597496,0.994140625,0.0274055115878582
