epoch,accuracy,loss,val_accuracy,val_loss
0,0.9928861856460571,0.021075230091810226,0.98828125,0.03616008535027504
1,0.9961812496185303,0.011715379543602467,0.990234375,0.049027904868125916
2,0.9975814819335938,0.0071858493611216545,0.994140625,0.03024250827729702
3,1.0,7.85986048867926e-05,0.994140625,0.04055006802082062
4,0.9938900470733643,0.02246442623436451,0.9765625,0.06435269117355347
5,0.9931262731552124,0.01658646948635578,0.982421875,0.07298897206783295
6,0.9959266781806946,0.011980077251791954,0.98046875,0.03985874354839325
7,0.9969450235366821,0.010574487037956715,0.990234375,0.032195549458265305
8,0.9921079277992249,0.2678983509540558,0.986328125,0.04023831710219383
9,0.9955447912216187,0.013106709346175194,0.984375,0.03570293262600899
10,0.9974541664123535,0.007010959554463625,0.990234375,0.05568413808941841
11,0.9985997676849365,0.004091396927833557,0.990234375,0.04028995335102081
12,0.9997454285621643,0.0010087313130497932,0.98828125,0.055115777999162674
13,0.9982179403305054,0.004752082750201225,0.990234375,0.04530373215675354
14,0.9994908571243286,0.0020461485255509615,0.990234375,0.04435788840055466
15,0.998854398727417,0.0030034042429178953,0.986328125,0.04734295606613159
16,0.998854398727417,0.003957381006330252,0.98828125,0.03772852197289467
17,0.9989816546440125,0.0022987599950283766,0.990234375,0.03723011165857315
18,0.9985997676849365,0.0032385257072746754,0.9921875,0.03633616492152214
19,0.9993635416030884,0.0011987419566139579,0.9921875,0.04862142726778984
20,0.9994908571243286,0.0015943701146170497,0.98828125,0.0460866317152977
21,1.0,0.00012561569747049361,0.98828125,0.06181043013930321
22,0.9997454285621643,0.0003975070430897176,0.98828125,0.06272958964109421
23,0.9998726844787598,0.0002555204264353961,0.990234375,0.08094348758459091
24,0.9992362260818481,0.003244369989261031,0.994140625,0.026319660246372223
25,0.9996181130409241,0.001063666888512671,0.990234375,0.040704794228076935
26,0.9997454285621643,0.0003726020222529769,0.990234375,0.04875127598643303
27,0.9998726844787598,0.0002875136269722134,0.990234375,0.03381220996379852
28,1.0,0.0001537779753562063,0.9921875,0.05031830072402954
29,0.9998726844787598,0.00019701829296536744,0.986328125,0.06739633530378342
30,0.9998726844787598,0.0004667395551223308,0.9921875,0.06102277711033821
31,0.9992362260818481,0.0027740870136767626,0.994140625,0.0459873341023922
32,0.9989816546440125,0.0027115955017507076,0.986328125,0.05536005273461342
33,0.9998726844787598,0.0004833491693716496,0.9921875,0.05473750829696655
34,1.0,0.00014059180102776736,0.994140625,0.04628943279385567
35,0.9996181130409241,0.0005870212335139513,0.982421875,0.15601280331611633
36,0.9997454285621643,0.0004966871347278357,0.994140625,0.05151430517435074
37,1.0,4.273539161658846e-05,0.994140625,0.05237564444541931
38,1.0,4.869345866609365e-05,0.994140625,0.05530991032719612
39,1.0,3.29026734107174e-05,0.994140625,0.06108763813972473
40,1.0,3.430035576457158e-05,0.994140625,0.07517025619745255
41,1.0,3.228472269256599e-05,0.99609375,0.061560846865177155
42,1.0,9.19891863304656e-06,0.99609375,0.06223355606198311
43,1.0,9.944767043634783e-06,0.99609375,0.06243599206209183
44,0.9997454285621643,0.0006776893278583884,0.9921875,0.07105348259210587
45,1.0,5.060735566075891e-05,0.990234375,0.06494234502315521
46,0.9997454285621643,0.00061232183361426,0.994140625,0.06778284907341003
47,1.0,2.5288834876846522e-05,0.99609375,0.06809818744659424
48,1.0,1.4811489563726354e-05,0.99609375,0.06637056916952133
49,1.0,7.381027444353094e-06,0.99609375,0.07056395709514618
50,1.0,6.872715403005714e-06,0.99609375,0.07065125554800034
51,1.0,8.403419087699149e-06,0.99609375,0.067598357796669
52,1.0,2.239037348772399e-05,0.994140625,0.06873319298028946
53,1.0,7.759041181998327e-06,0.994140625,0.07179158180952072
54,1.0,1.0681204685170087e-06,0.994140625,0.0737181082367897
55,1.0,2.4604071313660825e-06,0.994140625,0.07313940674066544
56,1.0,1.2815508853236679e-05,0.994140625,0.07622262090444565
57,1.0,1.7893711628858e-05,0.99609375,0.06871379166841507
58,1.0,1.267183847630804e-06,0.99609375,0.0718180239200592
59,1.0,6.964236945350422e-06,0.994140625,0.07180938124656677
60,1.0,8.186594300241268e-07,0.994140625,0.07372605055570602
61,1.0,9.553442623655428e-07,0.994140625,0.0749712809920311
62,1.0,1.4096867744228803e-06,0.994140625,0.07428412139415741
63,1.0,6.8938120421080384e-06,0.99609375,0.07517750561237335
64,1.0,1.8112621546606533e-05,0.9921875,0.0919731929898262
65,1.0,3.025194246220053e-06,0.994140625,0.10028887540102005
66,1.0,3.379945701453835e-05,0.994140625,0.1066298633813858
67,1.0,9.701718681753846e-07,0.994140625,0.10477807372808456
68,1.0,2.2336716938298196e-06,0.994140625,0.10432545095682144
69,1.0,4.844463092013029e-06,0.994140625,0.08994951844215393
70,1.0,6.900854714331217e-07,0.994140625,0.09312651306390762
71,1.0,6.276908379732049e-07,0.994140625,0.09409340471029282
72,1.0,4.979926302439708e-07,0.994140625,0.08784309774637222
73,1.0,5.035903086536564e-06,0.990234375,0.09224353730678558
74,1.0,1.952051206899341e-06,0.990234375,0.08843617141246796
75,1.0,5.501677264874161e-07,0.990234375,0.0897011086344719
76,0.9998726844787598,0.00031905045034363866,0.994140625,0.09139283001422882
77,1.0,1.7415503634765628e-06,0.994140625,0.08756878972053528
78,1.0,4.889163847110467e-06,0.994140625,0.08762797713279724
79,1.0,1.8466759001967148e-06,0.994140625,0.08826795965433121
80,1.0,1.0016148053182405e-06,0.994140625,0.08947788923978806
81,1.0,2.9778398129565176e-06,0.994140625,0.08909304440021515
82,1.0,1.0081357686431147e-06,0.994140625,0.09031229466199875
83,1.0,1.1334365126458579e-06,0.994140625,0.09084710478782654
84,1.0,8.61129763052304e-07,0.994140625,0.09009657055139542
85,1.0,2.505738848412875e-06,0.994140625,0.08781278133392334
86,1.0,7.710324325671536e-07,0.994140625,0.08912903815507889
87,1.0,9.996409744417178e-07,0.994140625,0.08823990076780319
88,0.9998726844787598,0.00025269194156862795,0.99609375,0.08946022391319275
89,1.0,4.32556862506317e-06,0.99609375,0.08685093373060226
90,1.0,4.198068836558377e-06,0.99609375,0.08505123108625412
91,1.0,3.891162577929208e-06,0.99609375,0.08623719215393066
92,1.0,2.787355128930358e-07,0.99609375,0.08572712540626526
93,1.0,6.899145432726073e-07,0.99609375,0.08593358099460602
94,1.0,4.848383241551346e-07,0.994140625,0.0885251984000206
95,1.0,8.546530239073036e-07,0.99609375,0.08555971086025238
96,1.0,1.6127939943544334e-06,0.99609375,0.08575066924095154
97,1.0,4.858159741161217e-07,0.99609375,0.08533711731433868
98,0.9998726844787598,0.0002924474247265607,0.99609375,0.08254873007535934
99,1.0,1.1345985058142105e-06,0.994140625,0.08411383628845215
100,1.0,8.749071298552735e-07,0.994140625,0.08671776205301285
101,1.0,5.662908506565145e-07,0.994140625,0.08394911885261536
102,1.0,6.822936029493576e-07,0.994140625,0.08393198251724243
103,1.0,3.2196746815316146e-06,0.994140625,0.08740414679050446
104,1.0,3.4059195286317845e-07,0.994140625,0.08512028306722641
105,1.0,2.5768881073418015e-07,0.994140625,0.08540452271699905
106,0.9998726844787598,0.00010336595732951537,0.994140625,0.08705246448516846
107,1.0,1.4136750223769923e-06,0.994140625,0.08704755455255508
108,1.0,8.682590646458266e-07,0.994140625,0.08550502359867096
109,1.0,7.241783919198497e-07,0.994140625,0.08880854398012161
110,1.0,2.5297714500993607e-07,0.994140625,0.0854158028960228
111,1.0,2.3141839847085066e-05,0.994140625,0.08547323197126389
112,1.0,1.1876331029725407e-07,0.994140625,0.08913374692201614
113,1.0,4.878210120295989e-07,0.994140625,0.08826926350593567
114,1.0,1.2170262380095664e-06,0.994140625,0.08682292699813843
115,1.0,1.382597361043736e-07,0.994140625,0.08834844082593918
116,1.0,1.222443444248711e-07,0.994140625,0.08610332012176514
117,1.0,1.3955256008557626e-06,0.994140625,0.08607079833745956
118,1.0,2.8963106046830944e-07,0.994140625,0.08656525611877441
119,1.0,1.576771637701313e-06,0.994140625,0.08733101189136505
120,1.0,3.218750350697519e-07,0.994140625,0.08528319746255875
121,1.0,7.34737841412425e-06,0.994140625,0.08512967079877853
122,1.0,1.7645473349148233e-07,0.994140625,0.08759734034538269
123,1.0,1.180483550911049e-07,0.994140625,0.08842246979475021
124,1.0,1.216802615999768e-06,0.994140625,0.08925672620534897
125,1.0,1.709908872271626e-07,0.994140625,0.0870501697063446
126,1.0,2.7894554932572646e-07,0.994140625,0.08734235167503357
127,1.0,2.036975502051064e-06,0.994140625,0.0860908031463623
128,1.0,1.751565434915392e-07,0.994140625,0.08396826684474945
129,1.0,2.620691361698846e-07,0.994140625,0.08699531108140945
130,1.0,1.066611389433092e-06,0.994140625,0.0876786857843399
131,1.0,2.5795446845222614e-07,0.994140625,0.08926086127758026
132,1.0,3.3247178521378373e-07,0.994140625,0.08815646171569824
133,1.0,2.5577824658284953e-07,0.994140625,0.08636181801557541
134,1.0,1.3735095194533642e-07,0.994140625,0.0851840227842331
135,1.0,2.4583002300460066e-07,0.994140625,0.0859794169664383
136,1.0,1.8675906687803945e-07,0.994140625,0.08464785665273666
137,1.0,2.095410707170231e-07,0.994140625,0.08733949065208435
138,1.0,1.2281114436518692e-07,0.994140625,0.08657656610012054
139,1.0,1.0879610101710568e-07,0.994140625,0.08663620054721832
140,1.0,2.7466452934277186e-07,0.994140625,0.08659476786851883
141,1.0,2.5540350634400966e-07,0.994140625,0.08469295501708984
142,1.0,3.336907354878349e-07,0.994140625,0.08593696355819702
143,1.0,6.148618467705091e-07,0.994140625,0.08600366860628128
144,1.0,4.923792289446283e-07,0.994140625,0.0872621089220047
145,1.0,1.70866371718148e-07,0.994140625,0.08906402438879013
146,1.0,3.040735236936598e-07,0.994140625,0.0858781486749649
147,1.0,8.452294082417211e-07,0.994140625,0.08758733421564102
148,1.0,3.329700177800987e-07,0.994140625,0.08602739870548248
149,0.9998726844787598,0.00030360385426320136,0.994140625,0.084538534283638
150,1.0,1.2067209809174528e-07,0.994140625,0.08723696321249008
151,1.0,1.6207947339808015e-07,0.994140625,0.08423713594675064
152,1.0,4.333479353135772e-07,0.994140625,0.0834677666425705
153,1.0,2.655089247127762e-06,0.994140625,0.08646669238805771
154,1.0,3.496232352517836e-07,0.994140625,0.08652225136756897
155,1.0,1.434173384495807e-07,0.994140625,0.08330225944519043
156,1.0,1.947642829236429e-07,0.994140625,0.08435876667499542
157,1.0,2.2284939404926263e-07,0.994140625,0.08688919246196747
158,1.0,1.4540575648425147e-05,0.994140625,0.08447769284248352
159,1.0,9.2042677124482e-07,0.994140625,0.08929698169231415
160,1.0,2.817345432504226e-07,0.994140625,0.08624199032783508
161,1.0,3.736994642622449e-07,0.994140625,0.08491161465644836
162,1.0,1.889919900577297e-07,0.994140625,0.08548258990049362
